model	sut_id	target_module	repeat	cluster_status	final_status	final_class	coverage_available	mutation_available	executable_for_coverage	runnable_test_count	line_pct_raw	branch_pct_raw	mutation_score_pct_raw	line_pct_strict0	branch_pct_strict0	mutation_score_pct_strict0	mutation_total	mutation_checked	generated_tests_sha256	source_cluster_status_json	eval_status_json	nodeid_rescue_v1_applied	nodeid_rescue_v1_old_status	nodeid_rescue_v1_pass_count	nodeid_rescue_v1_fail_count	nodeid_rescue_v1_passing_nodeids	mutation_v5_applied	mutation_v5_batch_status	mutation_v5_tool_exit_code	mutation_v5_parse_source	mutation_v5_killed	mutation_v5_survived	mutation_v5_timeout	mutation_v5_suspicious	mutation_v5_skipped	mutation_v5_not_checked	mutation_v5_no_tests	mutation_v5_total	mutation_v5_logcorrected
cluster-safe-qwen3-coder-30b-official-ctx32k	ansible_14f	ansible.utils.unicode	1	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	b7a997f7245b9715658b1f74d6bcb0654296b43a436143a3521f420dafdc69b3	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_14f/run_0001/0003-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_14f/run_0001/0003-1/metrics/status.json	False					False												
cluster-safe-qwen3-coder-30b-official-ctx32k	ansible_14f	ansible.utils.unicode	2	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	729cc6b750330efbd9a619139ee47ad22e27d85ff46e38d4871a4766c1401de8	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_14f/run_0001/0003-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_14f/run_0001/0003-2/metrics/status.json	False					False												
cluster-safe-qwen3-coder-30b-official-ctx32k	ansible_14f	ansible.utils.unicode	3	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	729cc6b750330efbd9a619139ee47ad22e27d85ff46e38d4871a4766c1401de8	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_14f/run_0001/0003-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_14f/run_0001/0003-3/metrics/status.json	False					False												
cluster-safe-qwen3-coder-30b-official-ctx32k	ansible_14f	ansible.utils.unicode	4	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	729cc6b750330efbd9a619139ee47ad22e27d85ff46e38d4871a4766c1401de8	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_14f/run_0001/0003-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_14f/run_0001/0003-4/metrics/status.json	False					False												
cluster-safe-qwen3-coder-30b-official-ctx32k	ansible_14f	ansible.utils.unicode	5	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	729cc6b750330efbd9a619139ee47ad22e27d85ff46e38d4871a4766c1401de8	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_14f/run_0001/0003-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_14f/run_0001/0003-5/metrics/status.json	False					False												
cluster-safe-qwen3-coder-30b-official-ctx32k	ansible_17f	ansible.utils.unicode	1	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	90e2de90facfcf96a28e98b55daa0a58dd69af58390aebcd7e5c13a029b6304d	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_17f/run_0001/0004-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_17f/run_0001/0004-1/metrics/status.json	False					False												
cluster-safe-qwen3-coder-30b-official-ctx32k	ansible_17f	ansible.utils.unicode	2	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	729cc6b750330efbd9a619139ee47ad22e27d85ff46e38d4871a4766c1401de8	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_17f/run_0001/0004-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_17f/run_0001/0004-2/metrics/status.json	False					False												
cluster-safe-qwen3-coder-30b-official-ctx32k	ansible_17f	ansible.utils.unicode	3	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	85a29bb14806b822bfb00c95f270aa4e02be09e8bd8ff3d56e2e2d92de628943	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_17f/run_0001/0004-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_17f/run_0001/0004-3/metrics/status.json	False					False												
cluster-safe-qwen3-coder-30b-official-ctx32k	ansible_17f	ansible.utils.unicode	4	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	85cba3934a92d43cc3bf56379cece531a318b312cde0246897bf382975164cd2	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_17f/run_0001/0004-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_17f/run_0001/0004-4/metrics/status.json	False					False												
cluster-safe-qwen3-coder-30b-official-ctx32k	ansible_17f	ansible.utils.unicode	5	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	85a29bb14806b822bfb00c95f270aa4e02be09e8bd8ff3d56e2e2d92de628943	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_17f/run_0001/0004-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/ansible_17f/run_0001/0004-5/metrics/status.json	False					False												
cluster-safe-qwen3-coder-30b-official-ctx32k	black_2f	blib2to3.pgen2.token	1	ok	ok	evaluated_coverage_and_mutation	True	True	True	5	100.0	100.0	66.66666666666666	100.0	100.0	66.66666666666666	3	3	1fe6502337d86decc1657fc592b69ea1f72eb998c8e9efc43a3a018688d87e34	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_2f/run_0001/0005-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_2f/run_0001/0005-1/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	2	1	0	0	0	0	0	3	True
cluster-safe-qwen3-coder-30b-official-ctx32k	black_2f	blib2to3.pgen2.token	2	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	98.65	100.0	50.0	98.65	100.0	50.0	3	2	b6ffef6116336c8bc84f58070c5bd85b20c231b57bc6aee3cb921936c8d9450c	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_2f/run_0001/0005-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_2f/run_0001/0005-2/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	1	1	0	0	0	0	1	3	True
cluster-safe-qwen3-coder-30b-official-ctx32k	black_2f	blib2to3.pgen2.token	3	ok	ok	evaluated_coverage_and_mutation	True	True	True	5	100.0	100.0	66.66666666666666	100.0	100.0	66.66666666666666	3	3	78d2d8f987197702266013f2a3aa1974ab35579b3a7635d40d80a54e85434297	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_2f/run_0001/0005-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_2f/run_0001/0005-3/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	2	1	0	0	0	0	0	3	True
cluster-safe-qwen3-coder-30b-official-ctx32k	black_2f	blib2to3.pgen2.token	4	ok	ok	evaluated_coverage_and_mutation	True	True	True	5	100.0	100.0	100.0	100.0	100.0	100.0	3	3	282e3fef589950ca0170bbd4b98bdcb07b4fd339772aabdecd53b6e44c84dd59	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_2f/run_0001/0005-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_2f/run_0001/0005-4/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	3	0	0	0	0	0	0	3	False
cluster-safe-qwen3-coder-30b-official-ctx32k	black_2f	blib2to3.pgen2.token	5	ok	ok	evaluated_coverage_and_mutation	True	True	True	5	100.0	100.0	100.0	100.0	100.0	100.0	3	3	8852dd520be5438811ec27578382a50a6d4a067163a2a33e278a92030e0d4202	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_2f/run_0001/0005-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_2f/run_0001/0005-5/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	3	0	0	0	0	0	0	3	False
cluster-safe-qwen3-coder-30b-official-ctx32k	black_5f	blib2to3.pgen2.driver	1	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	5282bbf6648b73ce95a822361fe48331af6f6a69f589eb4b06a3180268b758e0	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_5f/run_0001/0006-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_5f/run_0001/0006-1/metrics/status.json	False					False												
cluster-safe-qwen3-coder-30b-official-ctx32k	black_5f	blib2to3.pgen2.driver	2	ok	mutation_no_checked_mutants	evaluated_coverage_only_mutation_no_checked	True	False	True	4	15.44	1.562		15.44	1.562	0.0	303	0	8cc290b6652aa3de4ae84a928ff91b582f635a2530345d5beed8fdfce06f36c2	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_5f/run_0001/0006-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_5f/run_0001/0006-2/metrics/status.json	False					True	tool_completed	0	mutmut_results_lines	0	0	0	0	0	303	0	303	False
cluster-safe-qwen3-coder-30b-official-ctx32k	black_5f	blib2to3.pgen2.driver	3	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	b1522c05b04f2d15da763b8255695ada9c7c60a0d5e29e675f8d93bbe6f23091	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_5f/run_0001/0006-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_5f/run_0001/0006-3/metrics/status.json	False					False												
cluster-safe-qwen3-coder-30b-official-ctx32k	black_5f	blib2to3.pgen2.driver	4	ok	mutation_no_checked_mutants	evaluated_coverage_only_mutation_no_checked	True	False	True	3	15.44	1.562		15.44	1.562	0.0	303	0	d706b4306ab880ad4d98b7b51a9c5deda74badcfb8417a7afa341294e723b16e	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_5f/run_0001/0006-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_5f/run_0001/0006-4/metrics/status.json	False					True	tool_completed	0	mutmut_results_lines	0	0	0	0	0	303	0	303	False
cluster-safe-qwen3-coder-30b-official-ctx32k	black_5f	blib2to3.pgen2.driver	5	ok	pytest_no_runnable_tests	strict_zero_no_runnable_tests_after_sanitization	False	False	False	0				0.0	0.0	0.0		0	8d7fffec69b34866e1299e159d979be9d74e65f30a53e7ca692fb49ebfa2850f	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_5f/run_0001/0006-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/black_5f/run_0001/0006-5/metrics/status.json	False					False												
cluster-safe-qwen3-coder-30b-official-ctx32k	cookiecutter_1f	cookiecutter.log	1	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	100.0	100.0	74.07407407407408	100.0	100.0	74.07407407407408	27	27	5a0e9597e5571bdb0b775d88a124af33f51b17faeb3e90f47a3d1f75c32a57c7	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_1f/run_0001/0007-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_1f/run_0001/0007-1/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	20	7	0	0	0	0	0	27	True
cluster-safe-qwen3-coder-30b-official-ctx32k	cookiecutter_1f	cookiecutter.log	2	ok	ok	evaluated_coverage_and_mutation	True	True	True	5	100.0	100.0	85.18518518518519	100.0	100.0	85.18518518518519	27	27	2e54e84571e0eefd1024d12338fd214744218534ea532596feb303662557f6c4	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_1f/run_0001/0007-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_1f/run_0001/0007-2/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	23	4	0	0	0	0	0	27	True
cluster-safe-qwen3-coder-30b-official-ctx32k	cookiecutter_1f	cookiecutter.log	3	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	100.0	100.0	74.07407407407408	100.0	100.0	74.07407407407408	27	27	c91ca860e16112b8f5a134a1cb29511a4e2779a7f3733eda5b00da0512fd4cb9	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_1f/run_0001/0007-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_1f/run_0001/0007-3/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	20	7	0	0	0	0	0	27	True
cluster-safe-qwen3-coder-30b-official-ctx32k	cookiecutter_1f	cookiecutter.log	4	ok	ok	evaluated_coverage_and_mutation	True	True	True	5	100.0	100.0	74.07407407407408	100.0	100.0	74.07407407407408	27	27	17db651f4df08754ca4a76b5bc660d6d6b5e54a1051c3028a6638f9891f39ddc	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_1f/run_0001/0007-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_1f/run_0001/0007-4/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	20	7	0	0	0	0	0	27	True
cluster-safe-qwen3-coder-30b-official-ctx32k	cookiecutter_1f	cookiecutter.log	5	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	100.0	100.0	74.07407407407408	100.0	100.0	74.07407407407408	27	27	fb2fab053ab45f38b180380b1cde121cd5206a9e27f1af845b59034cacbf3c7a	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_1f/run_0001/0007-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_1f/run_0001/0007-5/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	20	7	0	0	0	0	0	27	True
cluster-safe-qwen3-coder-30b-official-ctx32k	cookiecutter_3f	cookiecutter.log	1	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	76.19	50.0	44.44444444444444	76.19	50.0	44.44444444444444	27	27	af5ab1ce2ac29a71dab171e7e2d2c1dc5677b181f69bf51de32d4ca73e4842b3	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_3f/run_0001/0008-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_3f/run_0001/0008-1/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	12	15	0	0	0	0	0	27	True
cluster-safe-qwen3-coder-30b-official-ctx32k	cookiecutter_3f	cookiecutter.log	2	ok	ok	evaluated_coverage_and_mutation	True	True	True	3	76.19	50.0	55.55555555555556	76.19	50.0	55.55555555555556	27	27	c6ec3980981319b07e274d6f69418e1bc0047b150922cf27e6511dfadc51a8ff	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_3f/run_0001/0008-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_3f/run_0001/0008-2/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	15	12	0	0	0	0	0	27	True
cluster-safe-qwen3-coder-30b-official-ctx32k	cookiecutter_3f	cookiecutter.log	3	ok	ok	evaluated_coverage_and_mutation	True	True	True	5	100.0	100.0	74.07407407407408	100.0	100.0	74.07407407407408	27	27	e5f6387adae5e84b1ca3e3c24d92d3b9523261c874ef3a3ef49bf9e4b9cc34e1	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_3f/run_0001/0008-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_3f/run_0001/0008-3/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	20	7	0	0	0	0	0	27	True
cluster-safe-qwen3-coder-30b-official-ctx32k	cookiecutter_3f	cookiecutter.log	4	ok	ok	evaluated_coverage_and_mutation	True	True	True	3	76.19	50.0	44.44444444444444	76.19	50.0	44.44444444444444	27	27	211824c624dff7770f9cadeac6d232c23a2d737647c7414940bfc6ad05fca3ec	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_3f/run_0001/0008-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_3f/run_0001/0008-4/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	12	15	0	0	0	0	0	27	True
cluster-safe-qwen3-coder-30b-official-ctx32k	cookiecutter_3f	cookiecutter.log	5	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	76.19	50.0	44.44444444444444	76.19	50.0	44.44444444444444	27	27	e4f031f9dc9437a16e8cc0e0188aae0bd4f39048f5a02814b3dee7216db3f411	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_3f/run_0001/0008-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/cookiecutter_3f/run_0001/0008-5/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	12	15	0	0	0	0	0	27	True
cluster-safe-qwen3-coder-30b-official-ctx32k	httpie_1f	httpie.sessions	1	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	45.98	7.143	45.45454545454545	45.98	7.143	45.45454545454545	111	22	50067b0ad196ee0b542fa7306795f1108f70975a75d1cfc46e6a16287f702e89	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/httpie_1f/run_0001/0009-1/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/httpie_1f/run_0001/0009-1/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	10	12	0	0	0	0	89	111	True
cluster-safe-qwen3-coder-30b-official-ctx32k	httpie_1f	httpie.sessions	2	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	45.98	7.143	45.45454545454545	45.98	7.143	45.45454545454545	111	22	89ee5b192361ff2f73f99187d24e477b4d28f8b1fdab57bb59ae03007643b8e5	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/httpie_1f/run_0001/0009-2/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/httpie_1f/run_0001/0009-2/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	10	12	0	0	0	0	89	111	True
cluster-safe-qwen3-coder-30b-official-ctx32k	httpie_1f	httpie.sessions	3	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	45.98	7.143	45.45454545454545	45.98	7.143	45.45454545454545	111	22	a655acd741479743d60f01036d070aeab79d922f5a69b05192a26a80b3bcc300	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/httpie_1f/run_0001/0009-3/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/httpie_1f/run_0001/0009-3/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	10	12	0	0	0	0	89	111	True
cluster-safe-qwen3-coder-30b-official-ctx32k	httpie_1f	httpie.sessions	4	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	45.98	7.143	45.45454545454545	45.98	7.143	45.45454545454545	111	22	0129d3724408a4207cd068539e4d601dd2cdace0ab1d27bdad0c8ec96ced1639	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/httpie_1f/run_0001/0009-4/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/httpie_1f/run_0001/0009-4/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	10	12	0	0	0	0	89	111	True
cluster-safe-qwen3-coder-30b-official-ctx32k	httpie_1f	httpie.sessions	5	ok	ok	evaluated_coverage_and_mutation	True	True	True	4	45.98	7.143	45.45454545454545	45.98	7.143	45.45454545454545	111	22	0129d3724408a4207cd068539e4d601dd2cdace0ab1d27bdad0c8ec96ced1639	/home/jpaiva/projetos/bugsinpy_v5_cluster/bugsinpy_zero_shot_cluster_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/httpie_1f/run_0001/0009-5/status.json	/home/jpaiva/projetos/bugsinpy_gpt4o/out/_eval_cluster_bugsinpy_v5_best_effort_retry/cluster-safe-qwen3-coder-30b-official-ctx32k/httpie_1f/run_0001/0009-5/metrics/status.json	False					True	tool_completed	0	mutmut_stdout_summary_v5	10	12	0	0	0	0	89	111	True
